법정동코드_변경후	법정동명_변경후	생성일자_변경후	삭제일자_변경후	법정동코드_변경전	법정동명_변경전	생성일자_변경전	삭제일자_변경전	변경내역
4167034524	경기도 여주시 세종대왕면 백석리	2022-01-17		4167034024	경기도 여주시 능서면 백석리	2013-09-23	2022-01-17	[법정동코드 변경내역] 4167034024 > 4167034524 | [법정동명 변경내역]: 능서면 > 세종대왕면
4167034522	경기도 여주시 세종대왕면 구양리	2022-01-17		4167034022	경기도 여주시 능서면 구양리	2013-09-23	2022-01-17	[법정동코드 변경내역] 4167034022 > 4167034522 | [법정동명 변경내역]: 능서면 > 세종대왕면
4167034521	경기도 여주시 세종대왕면 번도리	2022-01-17		4167034021	경기도 여주시 능서면 번도리	2013-09-23	2022-01-17	[법정동코드 변경내역] 4167034021 > 4167034521 | [법정동명 변경내역]: 능서면 > 세종대왕면
4167034500	경기도 여주시 세종대왕면	2022-01-17		4167034000	경기도 여주시 능서면	2013-09-23	2022-01-17	[법정동코드 변경내역] 4167034000 > 4167034500 | [법정동명 변경내역]: 능서면 > 세종대왕면
4167034532	경기도 여주시 세종대왕면 매류리	2022-01-17		4167034032	경기도 여주시 능서면 매류리	2013-09-23	2022-01-17	[법정동코드 변경내역] 4167034032 > 4167034532 | [법정동명 변경내역]: 능서면 > 세종대왕면
4167034526	경기도 여주시 세종대왕면 용은리	2022-01-17		4167034026	경기도 여주시 능서면 용은리	2013-09-23	2022-01-17	[법정동코드 변경내역] 4167034026 > 4167034526 | [법정동명 변경내역]: 능서면 > 세종대왕면
2671025933	부산광역시 기장군 일광읍 용천리	2022-04-05		2671031033	부산광역시 기장군 일광면 용천리	1995-03-01	2022-04-05	[법정동코드 변경내역] 2671031033 > 2671025933 | [법정동명 변경내역]: 일광면 > 일광읍
2671025932	부산광역시 기장군 일광읍 횡계리	2022-04-05		2671031032	부산광역시 기장군 일광면 횡계리	1995-03-01	2022-04-05	[법정동코드 변경내역] 2671031032 > 2671025932 | [법정동명 변경내역]: 일광면 > 일광읍
2671025930	부산광역시 기장군 일광읍 원리	2022-04-05		2671031030	부산광역시 기장군 일광면 원리	1995-03-01	2022-04-05	[법정동코드 변경내역] 2671031030 > 2671025930 | [법정동명 변경내역]: 일광면 > 일광읍
2671025929	부산광역시 기장군 일광읍 청광리	2022-04-05		2671031029	부산광역시 기장군 일광면 청광리	1995-03-01	2022-04-05	[법정동코드 변경내역] 2671031029 > 2671025929 | [법정동명 변경내역]: 일광면 > 일광읍
2671025928	부산광역시 기장군 일광읍 문동리	2022-04-05		2671031028	부산광역시 기장군 일광면 문동리	1995-03-01	2022-04-05	[법정동코드 변경내역] 2671031028 > 2671025928 | [법정동명 변경내역]: 일광면 > 일광읍
2671025900	부산광역시 기장군 일광읍	2022-04-05		2671031000	부산광역시 기장군 일광면	1995-03-01	2022-04-05	[법정동코드 변경내역] 2671031000 > 2671025900 | [법정동명 변경내역]: 일광면 > 일광읍
2671025925	부산광역시 기장군 일광읍 문중리	2022-04-05		2671031025	부산광역시 기장군 일광면 문중리	1995-03-01	2022-04-05	[법정동코드 변경내역] 2671031025 > 2671025925 | [법정동명 변경내역]: 일광면 > 일광읍
2671025926	부산광역시 기장군 일광읍 신평리	2022-04-05		2671031026	부산광역시 기장군 일광면 신평리	1995-03-01	2022-04-05	[법정동코드 변경내역] 2671031026 > 2671025926 | [법정동명 변경내역]: 일광면 > 일광읍
2671025921	부산광역시 기장군 일광읍 삼성리	2022-04-05		2671031021	부산광역시 기장군 일광면 삼성리	1995-03-01	2022-04-05	[법정동코드 변경내역] 2671031021 > 2671025921 | [법정동명 변경내역]: 일광면 > 일광읍
2671025924	부산광역시 기장군 일광읍 동백리	2022-04-05		2671031024	부산광역시 기장군 일광면 동백리	1995-03-01	2022-04-05	[법정동코드 변경내역] 2671031024 > 2671025924 | [법정동명 변경내역]: 일광면 > 일광읍
2671025931	부산광역시 기장군 일광읍 화전리	2022-04-05		2671031031	부산광역시 기장군 일광면 화전리	1995-03-01	2022-04-05	[법정동코드 변경내역] 2671031031 > 2671025931 | [법정동명 변경내역]: 일광면 > 일광읍
2671025923	부산광역시 기장군 일광읍 학리	2022-04-05		2671031023	부산광역시 기장군 일광면 학리	1995-03-01	2022-04-05	[법정동코드 변경내역] 2671031023 > 2671025923 | [법정동명 변경내역]: 일광면 > 일광읍
2671025927	부산광역시 기장군 일광읍 칠암리	2022-04-05		2671031027	부산광역시 기장군 일광면 칠암리	1995-03-01	2022-04-05	[법정동코드 변경내역] 2671031027 > 2671025927 | [법정동명 변경내역]: 일광면 > 일광읍
2671025922	부산광역시 기장군 일광읍 이천리	2022-04-05		2671031022	부산광역시 기장군 일광면 이천리	1995-03-01	2022-04-05	[법정동코드 변경내역] 2671031022 > 2671025922 | [법정동명 변경내역]: 일광면 > 일광읍
4122012800	경기도 평택시 고덕동	2022-07-25		4122033030	경기도 평택시 고덕면 율포리	1995-05-10	2022-07-25	[법정동코드 변경내역] 4122033030 > 4122012800 | [법정동명 변경내역]: 고덕면 > 고덕동
3611012300	세종특별자치시 용호동	2022-09-06		3611032030	세종특별자치시 연동면 용호리		2022-09-06	[법정동코드 변경내역] 3611032030 > 3611012300 | [법정동명 변경내역]: 연동면 > 용호동
3611011900	세종특별자치시 세종동	2022-09-06		3611031025	세종특별자치시 연기면 세종리		2022-09-06	[법정동코드 변경내역] 3611031025 > 3611011900 | [법정동명 변경내역]: 연기면 > 세종동
3611012000	세종특별자치시 누리동	2022-09-06		3611031026	세종특별자치시 연기면 누리리		2022-09-06	[법정동코드 변경내역] 3611031026 > 3611012000 | [법정동명 변경내역]: 연기면 > 누리동
3611012200	세종특별자치시 다솜동	2022-09-06		3611032029	세종특별자치시 연동면 다솜리		2022-09-06	[법정동코드 변경내역] 3611032029 > 3611012200 | [법정동명 변경내역]: 연동면 > 다솜동
3611012100	세종특별자치시 한별동	2022-09-06		3611031027	세종특별자치시 연기면 한별리		2022-09-06	[법정동코드 변경내역] 3611031027 > 3611012100 | [법정동명 변경내역]: 연기면 > 한별동
4161011500	경기도 광주시 신현동	2022-10-05		4161025022	경기도 광주시 오포읍 신현리	2001-03-21	2022-10-05	[법정동코드 변경내역] 4161025022 > 4161011500 | [법정동명 변경내역]: 오포읍 > 신현동
4161011900	경기도 광주시 매산동	2022-10-05		4161025026	경기도 광주시 오포읍 매산리	2001-03-21	2022-10-05	[법정동코드 변경내역] 4161025026 > 4161011900 | [법정동명 변경내역]: 오포읍 > 매산동
4161011700	경기도 광주시 문형동	2022-10-05		4161025024	경기도 광주시 오포읍 문형리	2001-03-21	2022-10-05	[법정동코드 변경내역] 4161025024 > 4161011700 | [법정동명 변경내역]: 오포읍 > 문형동
4161012000	경기도 광주시 양벌동	2022-10-05		4161025027	경기도 광주시 오포읍 양벌리	2001-03-21	2022-10-05	[법정동코드 변경내역] 4161025027 > 4161012000 | [법정동명 변경내역]: 오포읍 > 양벌동
4161011400	경기도 광주시 고산동	2022-10-05		4161025021	경기도 광주시 오포읍 고산리	2001-03-21	2022-10-05	[법정동코드 변경내역] 4161025021 > 4161011400 | [법정동명 변경내역]: 오포읍 > 고산동
4161011800	경기도 광주시 추자동	2022-10-05		4161025025	경기도 광주시 오포읍 추자리	2001-03-21	2022-10-05	[법정동코드 변경내역] 4161025025 > 4161011800 | [법정동명 변경내역]: 오포읍 > 추자동
4161011600	경기도 광주시 능평동	2022-10-05		4161025023	경기도 광주시 오포읍 능평리	2001-03-21	2022-10-05	[법정동코드 변경내역] 4161025023 > 4161011600 | [법정동명 변경내역]: 오포읍 > 능평동
5111032000	강원특별자치도 춘천시 동산면	2023-06-09		4211032000	강원도 춘천시 동산면	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211032000 > 5111032000 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111031024	강원특별자치도 춘천시 동면 감정리	2023-06-09		4211031024	강원도 춘천시 동면 감정리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211031024 > 5111031024 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111031025	강원특별자치도 춘천시 동면 월곡리	2023-06-09		4211031025	강원도 춘천시 동면 월곡리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211031025 > 5111031025 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111031026	강원특별자치도 춘천시 동면 품안리	2023-06-09		4211031026	강원도 춘천시 동면 품안리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211031026 > 5111031026 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111031027	강원특별자치도 춘천시 동면 품걸리	2023-06-09		4211031027	강원도 춘천시 동면 품걸리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211031027 > 5111031027 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111031028	강원특별자치도 춘천시 동면 신이리	2023-06-09		4211031028	강원도 춘천시 동면 신이리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211031028 > 5111031028 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111031029	강원특별자치도 춘천시 동면 평촌리	2023-06-09		4211031029	강원도 춘천시 동면 평촌리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211031029 > 5111031029 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111031030	강원특별자치도 춘천시 동면 상걸리	2023-06-09		4211031030	강원도 춘천시 동면 상걸리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211031030 > 5111031030 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111032021	강원특별자치도 춘천시 동산면 조양리	2023-06-09		4211032021	강원도 춘천시 동산면 조양리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211032021 > 5111032021 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111033021	강원특별자치도 춘천시 신동면 의암리	2023-06-09		4211033021	강원도 춘천시 신동면 의암리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211033021 > 5111033021 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111032022	강원특별자치도 춘천시 동산면 봉명리	2023-06-09		4211032022	강원도 춘천시 동산면 봉명리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211032022 > 5111032022 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111032023	강원특별자치도 춘천시 동산면 원창리	2023-06-09		4211032023	강원도 춘천시 동산면 원창리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211032023 > 5111032023 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111032024	강원특별자치도 춘천시 동산면 군자리	2023-06-09		4211032024	강원도 춘천시 동산면 군자리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211032024 > 5111032024 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111033000	강원특별자치도 춘천시 신동면	2023-06-09		4211033000	강원도 춘천시 신동면	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211033000 > 5111033000 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111033025	강원특별자치도 춘천시 신동면 정족리	2023-06-09		4211033025	강원도 춘천시 신동면 정족리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211033025 > 5111033025 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111033022	강원특별자치도 춘천시 신동면 팔미리	2023-06-09		4211033022	강원도 춘천시 신동면 팔미리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211033022 > 5111033022 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111033023	강원특별자치도 춘천시 신동면 혈동리	2023-06-09		4211033023	강원도 춘천시 신동면 혈동리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211033023 > 5111033023 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111033024	강원특별자치도 춘천시 신동면 증리	2023-06-09		4211033024	강원도 춘천시 신동면 증리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211033024 > 5111033024 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5113032028	강원특별자치도 원주시 호저면 용곡리	2023-06-09		4213032028	강원도 원주시 호저면 용곡리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4213032028 > 5113032028 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111031023	강원특별자치도 춘천시 동면 장학리	2023-06-09		4211031023	강원도 춘천시 동면 장학리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211031023 > 5111031023 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111035028	강원특별자치도 춘천시 서면 덕두원리	2023-06-09		4211035028	강원도 춘천시 서면 덕두원리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211035028 > 5111035028 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111034022	강원특별자치도 춘천시 남면 박암리	2023-06-09		4211034022	강원도 춘천시 남면 박암리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211034022 > 5111034022 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111036021	강원특별자치도 춘천시 사북면 신포리	2023-06-09		4211036021	강원도 춘천시 사북면 신포리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211036021 > 5111036021 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111034021	강원특별자치도 춘천시 남면 관천리	2023-06-09		4211034021	강원도 춘천시 남면 관천리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211034021 > 5111034021 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111034023	강원특별자치도 춘천시 남면 가정리	2023-06-09		4211034023	강원도 춘천시 남면 가정리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211034023 > 5111034023 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111034024	강원특별자치도 춘천시 남면 발산리	2023-06-09		4211034024	강원도 춘천시 남면 발산리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211034024 > 5111034024 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111034025	강원특별자치도 춘천시 남면 후동리	2023-06-09		4211034025	강원도 춘천시 남면 후동리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211034025 > 5111034025 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111034026	강원특별자치도 춘천시 남면 추곡리	2023-06-09		4211034026	강원도 춘천시 남면 추곡리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211034026 > 5111034026 | [법정동명 변경내역]: 강원도 > 강원특별자치도
5111034027	강원특별자치도 춘천시 남면 한덕리	2023-06-09		4211034027	강원도 춘천시 남면 한덕리	1995-01-01	2023-06-09	[법정동코드 변경내역] 4211034027 > 5111034027 | [법정동명 변경내역]: 강원도 > 강원특별자치도
